time (ms),linescan_near,velocity (m/s)
479,"[13, 17, 16, 16, 16, 15, 16, 19, 21, 22, 22, 22, 22, 21, 21, 21, 22, 23, 24, 24, 24, 24, 25, 25, 25, 24, 24, 24, 24, 24, 23, 24, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 24, 25, 25, 23, 24, 26, 23, 23, 24, 24, 25, 25, 27, 28, 25, 24, 25, 24, 23, 23, 23, 23, 24, 23, 26, 27, 58, 78, 55, 28, 24, 22, 24, 23, 24, 24, 24, 23, 23, 23, 26, 24, 24, 22, 21, 22, 24, 26, 25, 21, 21, 26, 24, 24, 24, 24, 23, 22, 22, 22, 23, 22, 23, 23, 23, 23, 23, 23, 23, 23, 24, 23, 22, 21, 21, 20, 19, 19, 22, 20, 20, 19, 17, 17, 17, 18]",0
494,"[13, 17, 16, 16, 16, 15, 16, 19, 21, 22, 22, 22, 22, 21, 21, 21, 22, 23, 24, 24, 24, 24, 25, 25, 25, 24, 24, 24, 24, 24, 23, 24, 23, 23, 23, 23, 23, 23, 23, 23, 24, 23, 24, 25, 25, 23, 24, 26, 23, 23, 24, 24, 25, 25, 27, 28, 25, 24, 25, 24, 23, 23, 23, 23, 24, 23, 26, 27, 58, 78, 55, 28, 24, 22, 24, 23, 24, 24, 24, 23, 23, 23, 26, 24, 24, 22, 21, 22, 24, 26, 25, 21, 22, 26, 24, 24, 24, 24, 23, 23, 22, 22, 23, 22, 23, 23, 23, 24, 23, 23, 23, 23, 24, 23, 22, 21, 21, 20, 19, 19, 22, 20, 20, 18, 17, 18, 17, 18]",0
509,"[13, 17, 16, 16, 16, 15, 16, 19, 21, 22, 22, 22, 22, 21, 21, 21, 22, 23, 24, 24, 24, 24, 25, 25, 25, 24, 24, 24, 24, 24, 23, 24, 23, 23, 23, 23, 23, 23, 23, 23, 24, 23, 24, 25, 25, 23, 24, 26, 23, 23, 24, 24, 25, 25, 27, 28, 25, 24, 25, 23, 23, 23, 23, 23, 24, 23, 26, 27, 58, 78, 55, 28, 24, 22, 24, 23, 24, 24, 24, 23, 23, 24, 26, 24, 24, 21, 21, 22, 24, 26, 25, 21, 21, 26, 24, 24, 24, 24, 23, 22, 22, 22, 23, 22, 23, 23, 22, 23, 23, 23, 23, 23, 24, 23, 22, 21, 21, 20, 19, 19, 22, 20, 20, 18, 17, 17, 17, 18]",0
524,"[13, 17, 16, 16, 15, 15, 16, 19, 21, 22, 22, 22, 22, 21, 21, 21, 22, 23, 24, 24, 24, 24, 25, 25, 25, 24, 24, 24, 24, 24, 23, 24, 23, 23, 23, 23, 23, 22, 23, 23, 23, 23, 24, 25, 25, 23, 24, 26, 23, 23, 24, 24, 25, 25, 27, 28, 25, 24, 25, 23, 23, 23, 23, 23, 24, 23, 26, 27, 58, 77, 55, 28, 24, 22, 24, 23, 24, 24, 24, 23, 23, 23, 26, 24, 24, 21, 21, 22, 24, 26, 25, 21, 21, 26, 23, 24, 24, 24, 23, 22, 22, 22, 22, 22, 23, 23, 22, 23, 23, 23, 23, 23, 24, 23, 22, 21, 21, 20, 19, 19, 22, 20, 20, 18, 17, 18, 17, 18]",0
539,"[13, 17, 16, 16, 16, 15, 16, 19, 21, 22, 22, 22, 22, 21, 21, 21, 22, 23, 24, 24, 24, 24, 25, 25, 25, 24, 24, 24, 24, 24, 23, 24, 23, 23, 23, 23, 23, 22, 23, 22, 23, 23, 24, 25, 25, 23, 24, 25, 23, 23, 24, 24, 25, 25, 27, 28, 25, 24, 25, 23, 23, 23, 23, 23, 24, 23, 26, 27, 58, 77, 55, 28, 24, 22, 24, 23, 24, 24, 24, 23, 23, 23, 26, 24, 24, 21, 21, 22, 24, 26, 25, 21, 21, 26, 24, 24, 23, 24, 23, 22, 22, 22, 22, 22, 23, 23, 22, 23, 23, 23, 23, 23, 24, 23, 22, 21, 21, 20, 19, 19, 22, 20, 20, 18, 17, 18, 17, 18]",0
554,"[13, 17, 16, 16, 16, 15, 16, 18, 21, 22, 22, 22, 22, 21, 21, 21, 22, 23, 24, 24, 24, 24, 25, 25, 25, 24, 24, 24, 24, 24, 23, 24, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 24, 25, 25, 23, 24, 26, 23, 23, 24, 24, 25, 25, 27, 28, 25, 24, 25, 24, 23, 23, 23, 23, 24, 23, 26, 27, 57, 77, 56, 29, 24, 22, 24, 23, 24, 24, 24, 23, 23, 23, 26, 24, 24, 22, 21, 22, 24, 26, 25, 21, 21, 26, 24, 24, 24, 24, 23, 22, 22, 22, 22, 22, 23, 23, 22, 24, 23, 23, 23, 23, 24, 23, 22, 21, 21, 20, 19, 19, 22, 20, 20, 18, 17, 18, 17, 18]",0
569,"[13, 17, 16, 16, 16, 15, 17, 19, 21, 22, 22, 22, 22, 21, 21, 21, 22, 23, 24, 24, 24, 24, 25, 25, 25, 24, 24, 24, 24, 24, 23, 24, 23, 23, 23, 23, 23, 23, 23, 23, 24, 23, 24, 25, 25, 23, 24, 26, 23, 23, 24, 24, 25, 25, 27, 28, 25, 24, 25, 24, 23, 23, 23, 23, 24, 23, 26, 27, 57, 78, 57, 29, 24, 22, 24, 23, 24, 24, 24, 23, 23, 23, 26, 24, 24, 22, 21, 22, 24, 26, 25, 21, 21, 26, 24, 24, 24, 24, 23, 22, 22, 22, 23, 22, 23, 23, 22, 24, 23, 23, 23, 23, 24, 23, 22, 21, 21, 21, 19, 20, 21, 20, 20, 19, 18, 17, 17, 18]",0
584,"[13, 17, 16, 16, 16, 15, 16, 19, 21, 22, 22, 22, 22, 21, 21, 21, 22, 23, 24, 24, 24, 24, 25, 25, 25, 24, 24, 24, 24, 24, 23, 24, 23, 23, 23, 23, 23, 23, 23, 23, 24, 23, 24, 25, 25, 23, 24, 25, 23, 23, 24, 24, 25, 25, 27, 28, 25, 24, 25, 24, 23, 23, 23, 23, 24, 23, 25, 27, 57, 77, 57, 29, 24, 22, 24, 23, 24, 24, 24, 22, 23, 23, 25, 24, 24, 22, 21, 22, 24, 26, 25, 21, 21, 26, 24, 24, 23, 24, 23, 22, 22, 22, 22, 22, 23, 23, 23, 24, 23, 23, 23, 23, 24, 23, 22, 21, 21, 20, 19, 19, 22, 20, 19, 18, 17, 18, 17, 18]",1.085088611
599,"[13, 17, 16, 16, 16, 15, 16, 19, 21, 22, 22, 23, 22, 21, 22, 22, 22, 24, 24, 24, 24, 24, 25, 25, 25, 24, 24, 24, 24, 24, 23, 24, 23, 23, 23, 23, 23, 23, 23, 23, 23, 24, 24, 25, 25, 23, 24, 25, 23, 23, 24, 24, 25, 25, 27, 28, 24, 23, 26, 23, 23, 23, 23, 23, 24, 23, 25, 29, 61, 78, 49, 25, 24, 22, 24, 23, 24, 24, 23, 23, 23, 23, 26, 24, 24, 21, 21, 22, 24, 26, 25, 21, 22, 25, 24, 23, 24, 24, 23, 22, 22, 22, 22, 22, 23, 23, 23, 23, 23, 23, 23, 23, 24, 22, 21, 20, 20, 19, 19, 19, 21, 20, 19, 18, 18, 17, 17, 18]",0
614,"[15, 17, 16, 16, 16, 15, 16, 19, 21, 22, 23, 22, 22, 22, 22, 22, 23, 24, 25, 25, 24, 24, 25, 25, 24, 24, 24, 24, 23, 23, 22, 24, 23, 23, 23, 22, 23, 23, 24, 23, 23, 24, 24, 25, 25, 23, 24, 25, 23, 23, 24, 24, 25, 25, 27, 28, 24, 23, 26, 23, 23, 23, 23, 23, 24, 23, 25, 30, 63, 78, 46, 24, 24, 22, 23, 23, 24, 24, 22, 23, 23, 23, 27, 24, 23, 21, 21, 23, 25, 26, 24, 21, 23, 25, 24, 23, 24, 24, 22, 23, 22, 22, 22, 22, 23, 22, 23, 23, 23, 22, 22, 23, 24, 22, 21, 20, 20, 19, 18, 19, 21, 20, 19, 19, 18, 18, 18, 18]",9.765797615
629,"[13, 17, 17, 16, 16, 15, 17, 19, 21, 22, 23, 23, 22, 22, 23, 23, 24, 24, 25, 25, 24, 24, 24, 25, 24, 24, 23, 24, 23, 23, 22, 23, 23, 23, 23, 22, 23, 23, 24, 23, 23, 24, 24, 25, 25, 24, 24, 25, 24, 23, 24, 24, 25, 25, 27, 28, 24, 24, 25, 24, 23, 23, 23, 23, 24, 23, 26, 28, 60, 78, 52, 26, 24, 23, 24, 24, 25, 25, 23, 23, 23, 24, 27, 24, 23, 21, 21, 24, 25, 26, 24, 21, 24, 25, 23, 24, 24, 23, 22, 23, 23, 23, 22, 22, 23, 23, 23, 24, 23, 22, 23, 23, 23, 22, 22, 21, 21, 19, 18, 19, 22, 20, 19, 19, 18, 18, 18, 18]",0
644,"[17, 17, 16, 16, 16, 16, 16, 19, 21, 22, 22, 22, 22, 22, 23, 23, 23, 24, 25, 25, 24, 24, 24, 24, 24, 23, 24, 23, 23, 23, 22, 23, 22, 22, 23, 22, 23, 24, 24, 24, 23, 24, 24, 24, 25, 25, 24, 25, 24, 23, 24, 24, 24, 25, 26, 27, 25, 24, 25, 24, 23, 23, 23, 23, 24, 24, 26, 26, 53, 76, 63, 32, 24, 23, 24, 23, 24, 24, 24, 24, 23, 24, 27, 24, 24, 21, 21, 23, 25, 27, 24, 21, 23, 25, 23, 24, 24, 23, 23, 22, 23, 23, 23, 23, 24, 23, 23, 24, 24, 23, 23, 23, 23, 21, 22, 22, 21, 20, 19, 19, 22, 20, 19, 19, 17, 17, 18, 18]",1.808481216
659,"[14, 17, 17, 16, 16, 15, 16, 19, 21, 22, 22, 22, 22, 22, 23, 23, 24, 24, 24, 24, 23, 24, 24, 24, 23, 23, 23, 23, 23, 23, 22, 23, 22, 22, 23, 23, 24, 25, 24, 24, 22, 24, 24, 24, 25, 25, 24, 25, 25, 23, 23, 24, 24, 24, 25, 27, 26, 23, 24, 25, 23, 23, 23, 23, 24, 24, 26, 26, 49, 75, 68, 34, 24, 23, 24, 23, 24, 24, 24, 24, 23, 23, 27, 24, 24, 21, 21, 23, 25, 27, 23, 22, 24, 25, 23, 24, 24, 24, 23, 23, 23, 23, 23, 24, 24, 23, 24, 24, 24, 24, 24, 24, 22, 21, 22, 22, 21, 20, 19, 19, 22, 20, 20, 19, 18, 18, 17, 18]",3.978658199
674,"[14, 17, 16, 16, 16, 15, 16, 19, 21, 22, 23, 23, 23, 23, 23, 23, 24, 24, 25, 24, 23, 24, 24, 23, 23, 23, 24, 23, 23, 22, 22, 23, 22, 23, 24, 23, 24, 25, 23, 23, 23, 23, 23, 25, 25, 25, 24, 26, 24, 23, 23, 24, 24, 24, 26, 27, 25, 23, 25, 24, 24, 23, 24, 24, 24, 24, 26, 27, 56, 77, 59, 29, 24, 23, 24, 23, 25, 25, 23, 24, 24, 24, 26, 24, 23, 21, 21, 24, 25, 26, 22, 22, 25, 24, 23, 24, 24, 23, 23, 22, 23, 23, 23, 24, 24, 23, 24, 24, 24, 24, 24, 23, 21, 20, 22, 21, 21, 19, 18, 19, 21, 20, 20, 19, 18, 18, 18, 18]",0
689,"[14, 17, 16, 16, 16, 15, 16, 19, 21, 22, 22, 22, 23, 23, 23, 23, 23, 24, 24, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 22, 22, 23, 22, 23, 24, 24, 25, 25, 23, 23, 22, 23, 23, 24, 26, 25, 24, 25, 24, 23, 23, 24, 24, 24, 25, 26, 26, 23, 25, 24, 23, 23, 24, 23, 24, 24, 26, 26, 45, 73, 72, 37, 24, 23, 24, 24, 24, 24, 24, 23, 23, 24, 27, 24, 24, 21, 21, 23, 25, 26, 23, 22, 24, 24, 23, 24, 24, 24, 23, 23, 22, 23, 23, 23, 23, 23, 24, 24, 24, 24, 25, 24, 22, 20, 21, 22, 21, 20, 19, 19, 22, 20, 20, 18, 18, 17, 18, 18]",5.063746929
704,"[14, 17, 17, 16, 16, 15, 16, 20, 21, 23, 23, 23, 23, 23, 23, 23, 24, 24, 24, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 22, 23, 24, 23, 24, 24, 24, 25, 25, 23, 22, 23, 23, 23, 24, 26, 25, 24, 26, 24, 23, 23, 24, 24, 25, 25, 26, 25, 24, 25, 24, 24, 23, 24, 24, 24, 24, 26, 26, 46, 74, 70, 36, 24, 23, 24, 24, 25, 24, 24, 23, 23, 24, 27, 23, 24, 21, 21, 24, 26, 26, 23, 22, 24, 24, 23, 24, 24, 24, 23, 23, 22, 23, 23, 23, 23, 23, 24, 24, 24, 23, 25, 24, 21, 20, 21, 21, 21, 19, 18, 19, 22, 20, 19, 19, 18, 18, 18, 18]",0.361696213
719,"[13, 17, 17, 16, 16, 15, 16, 19, 21, 22, 22, 22, 23, 23, 23, 23, 24, 24, 24, 23, 22, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 24, 25, 24, 25, 25, 23, 22, 23, 23, 23, 24, 26, 25, 24, 26, 24, 23, 23, 24, 24, 25, 25, 26, 26, 23, 25, 25, 23, 24, 24, 23, 24, 24, 25, 26, 36, 68, 76, 42, 23, 23, 24, 24, 25, 25, 25, 23, 23, 24, 27, 24, 24, 21, 21, 23, 25, 27, 24, 22, 23, 25, 23, 24, 24, 24, 24, 23, 22, 22, 22, 23, 23, 23, 23, 23, 23, 23, 24, 25, 23, 21, 21, 21, 21, 20, 19, 20, 22, 20, 20, 19, 17, 18, 18, 18]",4.340354443
734,"[14, 17, 17, 16, 16, 15, 16, 19, 21, 22, 22, 23, 23, 23, 23, 22, 23, 23, 23, 23, 23, 23, 23, 23, 23, 24, 24, 23, 24, 23, 23, 24, 24, 25, 24, 25, 25, 25, 23, 22, 23, 23, 22, 23, 26, 25, 24, 25, 25, 23, 23, 24, 24, 25, 24, 26, 26, 24, 24, 25, 24, 23, 23, 23, 24, 24, 26, 26, 34, 66, 76, 44, 23, 23, 24, 24, 25, 25, 25, 23, 23, 24, 27, 23, 24, 21, 21, 24, 25, 27, 24, 22, 24, 25, 24, 24, 24, 24, 23, 23, 22, 23, 22, 22, 23, 23, 23, 23, 23, 23, 24, 25, 23, 21, 22, 21, 21, 20, 19, 20, 22, 20, 19, 19, 18, 18, 18, 18]",0
749,"[13, 17, 17, 16, 16, 15, 16, 19, 21, 22, 22, 23, 23, 23, 23, 22, 22, 23, 23, 23, 23, 23, 23, 23, 23, 24, 24, 24, 24, 24, 24, 24, 24, 25, 24, 25, 25, 24, 23, 22, 23, 22, 22, 24, 26, 25, 23, 24, 25, 23, 22, 24, 24, 24, 24, 26, 26, 23, 24, 25, 24, 23, 23, 23, 23, 24, 25, 26, 31, 67, 77, 48, 24, 23, 24, 24, 25, 25, 25, 23, 23, 24, 26, 24, 24, 21, 21, 23, 25, 27, 25, 21, 23, 25, 24, 24, 24, 24, 23, 23, 22, 23, 22, 22, 23, 22, 23, 23, 23, 23, 24, 25, 23, 21, 21, 21, 21, 20, 19, 19, 22, 20, 20, 19, 18, 18, 17, 18]",9.042405128
764,"[14, 17, 17, 16, 15, 15, 16, 19, 21, 23, 23, 23, 23, 23, 23, 22, 22, 22, 23, 24, 23, 23, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 25, 24, 25, 25, 24, 23, 22, 23, 22, 23, 24, 26, 26, 23, 24, 25, 23, 22, 24, 24, 24, 24, 25, 26, 23, 24, 24, 24, 23, 22, 22, 23, 24, 25, 26, 30, 63, 77, 48, 23, 23, 25, 24, 25, 25, 25, 23, 23, 24, 27, 24, 24, 21, 21, 24, 25, 27, 24, 21, 24, 25, 24, 24, 24, 24, 23, 23, 22, 23, 22, 22, 23, 22, 22, 23, 23, 23, 24, 25, 24, 22, 21, 21, 21, 19, 18, 19, 22, 20, 20, 18, 17, 17, 17, 18]",0.361696213
779,"[14, 18, 17, 16, 16, 15, 17, 19, 21, 22, 22, 23, 23, 22, 22, 21, 22, 22, 23, 24, 24, 24, 24, 24, 25, 24, 24, 24, 25, 24, 24, 24, 24, 25, 24, 25, 25, 24, 23, 23, 22, 23, 23, 24, 25, 26, 24, 24, 26, 24, 22, 24, 23, 24, 23, 25, 25, 22, 23, 24, 23, 22, 21, 22, 22, 23, 24, 25, 28, 57, 77, 57, 28, 24, 24, 24, 24, 25, 26, 23, 23, 24, 26, 25, 24, 21, 21, 23, 26, 27, 25, 21, 23, 25, 24, 24, 25, 25, 23, 23, 22, 23, 23, 22, 22, 23, 22, 23, 23, 23, 23, 24, 25, 23, 22, 22, 21, 20, 19, 20, 22, 20, 20, 19, 18, 18, 18, 18]",6.148835659
794,"[14, 17, 17, 16, 16, 15, 17, 19, 21, 22, 23, 23, 23, 22, 22, 22, 23, 23, 24, 24, 24, 24, 24, 24, 25, 24, 24, 25, 25, 24, 24, 24, 25, 25, 25, 25, 25, 25, 23, 23, 22, 23, 24, 24, 26, 26, 24, 24, 26, 23, 21, 22, 22, 22, 22, 23, 23, 21, 22, 23, 21, 22, 20, 21, 21, 22, 23, 25, 28, 55, 76, 60, 30, 24, 25, 24, 24, 24, 25, 23, 23, 24, 26, 25, 25, 21, 21, 23, 26, 27, 25, 21, 23, 25, 24, 24, 24, 25, 24, 23, 23, 23, 23, 22, 23, 22, 22, 23, 23, 23, 23, 24, 25, 23, 22, 22, 21, 20, 19, 20, 22, 20, 20, 19, 18, 18, 18, 18]",0
809,"[14, 17, 16, 16, 16, 16, 17, 19, 21, 22, 23, 22, 23, 22, 22, 22, 23, 24, 24, 24, 24, 24, 24, 24, 24, 24, 25, 25, 25, 24, 24, 25, 24, 25, 25, 25, 25, 25, 24, 23, 23, 23, 24, 23, 26, 26, 24, 24, 26, 22, 20, 21, 21, 21, 20, 21, 21, 20, 22, 21, 20, 21, 19, 20, 20, 21, 21, 25, 27, 48, 75, 68, 34, 24, 24, 24, 24, 24, 26, 23, 23, 24, 26, 25, 25, 22, 21, 23, 26, 27, 26, 22, 22, 25, 23, 24, 24, 25, 24, 23, 23, 23, 23, 23, 23, 22, 22, 23, 23, 23, 24, 24, 24, 23, 22, 21, 21, 20, 19, 20, 22, 20, 20, 19, 18, 18, 17, 18]",4.340354443
824,"[14, 17, 17, 16, 16, 15, 16, 19, 21, 22, 23, 23, 23, 23, 23, 23, 23, 24, 24, 24, 24, 24, 24, 24, 25, 25, 25, 25, 24, 24, 25, 25, 24, 26, 26, 26, 25, 25, 24, 23, 23, 23, 24, 24, 26, 26, 23, 24, 25, 21, 20, 20, 20, 21, 20, 21, 21, 20, 21, 21, 20, 21, 20, 20, 20, 20, 22, 25, 27, 49, 73, 67, 34, 24, 24, 24, 24, 24, 26, 23, 23, 24, 26, 25, 25, 22, 21, 23, 25, 27, 25, 22, 23, 25, 23, 24, 24, 24, 24, 23, 22, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 24, 23, 22, 22, 21, 21, 20, 19, 20, 22, 20, 20, 19, 18, 18, 18, 18]",0
839,"[13, 17, 17, 16, 16, 15, 16, 19, 21, 23, 22, 22, 22, 23, 23, 23, 23, 24, 24, 24, 24, 24, 24, 24, 25, 25, 25, 25, 24, 25, 25, 25, 25, 26, 26, 26, 25, 25, 24, 23, 23, 23, 24, 23, 26, 26, 23, 23, 25, 21, 20, 20, 20, 20, 20, 21, 21, 20, 21, 21, 20, 21, 20, 20, 20, 20, 21, 25, 27, 36, 66, 76, 41, 24, 23, 24, 25, 24, 25, 23, 23, 23, 25, 26, 25, 23, 21, 22, 25, 27, 25, 23, 22, 26, 23, 23, 24, 24, 24, 23, 22, 23, 23, 23, 23, 23, 23, 23, 23, 24, 24, 25, 24, 22, 22, 22, 21, 21, 19, 20, 22, 20, 20, 19, 17, 17, 18, 18]",3.616962433
854,"[14, 17, 17, 16, 16, 15, 17, 19, 21, 22, 23, 23, 23, 23, 23, 23, 23, 24, 24, 24, 24, 24, 24, 25, 25, 26, 25, 25, 25, 25, 25, 25, 25, 25, 25, 26, 25, 25, 25, 24, 23, 24, 24, 24, 26, 26, 24, 24, 25, 21, 20, 21, 21, 21, 21, 22, 23, 21, 22, 22, 21, 22, 21, 22, 22, 21, 23, 25, 27, 32, 64, 77, 43, 24, 24, 24, 24, 25, 26, 23, 23, 24, 25, 26, 24, 22, 21, 23, 26, 26, 25, 22, 22, 26, 23, 23, 24, 25, 25, 24, 23, 23, 23, 23, 23, 23, 23, 24, 24, 24, 24, 24, 23, 21, 22, 22, 21, 20, 19, 20, 22, 20, 20, 19, 18, 18, 18, 18]",0.361696213
869,"[14, 17, 17, 16, 16, 15, 17, 20, 21, 22, 23, 23, 23, 24, 23, 23, 23, 24, 25, 25, 24, 25, 25, 25, 26, 26, 26, 25, 26, 25, 25, 25, 25, 26, 26, 26, 26, 26, 26, 24, 24, 24, 25, 24, 25, 26, 24, 24, 25, 22, 22, 22, 22, 22, 22, 25, 25, 23, 23, 24, 23, 23, 22, 24, 24, 23, 24, 26, 27, 29, 61, 77, 47, 25, 24, 24, 24, 25, 26, 23, 23, 24, 25, 26, 24, 23, 21, 22, 26, 27, 25, 22, 22, 26, 23, 23, 24, 25, 25, 24, 23, 23, 24, 23, 24, 23, 23, 24, 24, 23, 24, 24, 23, 21, 21, 22, 21, 20, 19, 20, 22, 20, 20, 19, 18, 18, 18, 18]",6.510531902
884,"[14, 17, 17, 16, 16, 15, 17, 20, 21, 22, 23, 23, 24, 24, 23, 23, 24, 24, 25, 25, 25, 25, 25, 25, 26, 26, 26, 26, 26, 25, 25, 26, 26, 26, 26, 26, 27, 26, 25, 23, 23, 23, 25, 24, 26, 26, 23, 23, 26, 24, 23, 24, 24, 23, 23, 26, 27, 24, 24, 26, 24, 24, 23, 25, 24, 24, 25, 25, 27, 27, 59, 77, 48, 25, 24, 24, 24, 24, 26, 23, 23, 24, 25, 25, 25, 22, 21, 23, 26, 27, 24, 22, 23, 25, 23, 23, 24, 24, 24, 23, 23, 23, 23, 23, 24, 23, 23, 23, 23, 24, 24, 24, 22, 20, 22, 22, 21, 20, 19, 20, 22, 20, 20, 19, 18, 18, 18, 18]",0.723392427
899,"[17, 17, 17, 16, 16, 16, 17, 19, 21, 22, 22, 23, 23, 23, 23, 23, 24, 25, 25, 25, 24, 25, 25, 25, 26, 26, 25, 26, 26, 26, 26, 26, 25, 26, 25, 26, 26, 26, 24, 22, 22, 23, 23, 24, 25, 26, 23, 24, 26, 24, 23, 24, 23, 23, 23, 27, 26, 25, 24, 26, 24, 23, 23, 25, 24, 24, 24, 25, 26, 25, 53, 76, 59, 29, 23, 24, 25, 24, 26, 23, 23, 24, 25, 25, 24, 23, 21, 22, 25, 27, 25, 22, 22, 26, 23, 23, 24, 24, 24, 23, 22, 22, 23, 23, 24, 24, 23, 23, 23, 23, 24, 24, 23, 20, 21, 23, 22, 21, 20, 20, 22, 20, 20, 19, 17, 17, 17, 18]",6.872228146
914,"[14, 17, 17, 16, 16, 15, 17, 20, 22, 22, 23, 23, 24, 24, 24, 23, 24, 25, 25, 25, 25, 26, 26, 25, 25, 26, 25, 25, 26, 25, 25, 25, 25, 25, 25, 25, 25, 25, 23, 22, 22, 23, 23, 24, 25, 26, 23, 24, 25, 24, 23, 24, 23, 23, 24, 26, 27, 24, 24, 27, 23, 24, 24, 24, 24, 24, 25, 25, 27, 25, 56, 78, 53, 27, 24, 24, 25, 25, 26, 23, 23, 24, 26, 24, 25, 22, 21, 23, 26, 27, 25, 22, 23, 26, 23, 23, 24, 24, 24, 23, 22, 22, 23, 22, 23, 23, 23, 22, 23, 23, 24, 24, 22, 20, 21, 22, 21, 20, 19, 19, 22, 20, 20, 19, 18, 18, 18, 18]",0
929,"[14, 17, 17, 16, 16, 15, 17, 19, 21, 22, 22, 23, 24, 24, 23, 23, 24, 25, 25, 25, 25, 25, 25, 24, 25, 25, 25, 25, 25, 24, 24, 25, 24, 24, 24, 24, 24, 24, 24, 22, 22, 23, 23, 23, 25, 25, 24, 24, 25, 24, 23, 24, 23, 23, 24, 26, 26, 24, 24, 26, 24, 24, 23, 24, 24, 24, 24, 26, 27, 24, 48, 75, 66, 33, 23, 24, 25, 25, 26, 23, 23, 23, 25, 26, 24, 23, 21, 22, 26, 27, 25, 22, 22, 26, 24, 23, 24, 24, 24, 23, 22, 22, 23, 22, 23, 23, 23, 23, 23, 23, 24, 24, 23, 21, 21, 22, 22, 21, 20, 20, 22, 20, 20, 19, 18, 19, 18, 18]",4.702051163
944,"[14, 17, 17, 16, 16, 15, 17, 20, 21, 22, 23, 23, 24, 24, 24, 24, 24, 24, 24, 24, 24, 25, 24, 24, 25, 25, 25, 25, 25, 24, 24, 25, 24, 25, 24, 24, 24, 25, 23, 22, 22, 23, 23, 23, 25, 26, 24, 24, 25, 23, 23, 24, 24, 24, 25, 26, 27, 24, 24, 27, 23, 24, 23, 24, 24, 24, 25, 25, 27, 25, 51, 76, 62, 30, 24, 24, 25, 25, 26, 23, 23, 24, 26, 25, 25, 22, 21, 23, 26, 27, 25, 22, 22, 26, 23, 23, 24, 24, 24, 23, 22, 22, 22, 22, 23, 23, 23, 23, 23, 23, 24, 24, 24, 22, 21, 22, 22, 21, 19, 20, 22, 20, 20, 19, 18, 18, 18, 18]",0.361696213
959,"[13, 17, 17, 16, 16, 15, 17, 19, 21, 22, 23, 23, 24, 24, 24, 23, 23, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 24, 25, 24, 24, 24, 24, 25, 24, 24, 24, 25, 23, 23, 22, 24, 24, 24, 25, 26, 24, 24, 26, 23, 23, 24, 24, 24, 24, 27, 27, 24, 25, 27, 23, 24, 23, 24, 24, 24, 24, 25, 27, 25, 44, 73, 68, 34, 24, 24, 25, 25, 26, 22, 23, 24, 25, 26, 24, 22, 21, 22, 25, 27, 25, 23, 22, 26, 23, 23, 24, 24, 24, 23, 22, 22, 22, 22, 23, 23, 23, 23, 23, 23, 23, 23, 24, 23, 21, 21, 22, 21, 19, 20, 22, 20, 20, 19, 18, 18, 18, 18]",3.616962433
974,"[14, 17, 17, 16, 16, 15, 17, 20, 21, 23, 23, 23, 24, 24, 23, 23, 23, 23, 24, 24, 24, 24, 24, 24, 24, 24, 24, 25, 25, 25, 25, 25, 25, 25, 24, 25, 25, 25, 23, 23, 22, 23, 23, 23, 25, 26, 24, 24, 25, 23, 23, 24, 24, 24, 25, 26, 26, 24, 24, 26, 23, 24, 24, 24, 24, 24, 24, 25, 26, 25, 44, 72, 67, 34, 24, 24, 24, 25, 26, 23, 23, 24, 26, 25, 23, 22, 21, 23, 25, 26, 25, 22, 22, 26, 24, 23, 24, 24, 24, 24, 22, 22, 23, 22, 23, 22, 22, 23, 23, 22, 23, 23, 23, 23, 22, 21, 21, 20, 19, 19, 22, 20, 20, 19, 18, 18, 18, 18]",1.085088611
989,"[14, 17, 17, 16, 16, 16, 17, 19, 21, 23, 23, 23, 24, 24, 23, 23, 23, 23, 24, 24, 24, 24, 24, 25, 25, 24, 25, 25, 26, 25, 24, 25, 25, 25, 24, 25, 25, 25, 24, 23, 22, 23, 23, 23, 25, 25, 24, 24, 25, 25, 23, 24, 25, 25, 25, 25, 27, 24, 24, 25, 24, 24, 24, 24, 24, 25, 25, 25, 26, 25, 45, 73, 68, 34, 25, 24, 25, 25, 26, 24, 23, 25, 27, 24, 24, 22, 22, 23, 25, 26, 26, 22, 22, 26, 23, 23, 24, 24, 24, 23, 22, 22, 23, 23, 23, 23, 23, 23, 23, 23, 23, 24, 23, 22, 22, 21, 21, 20, 19, 20, 22, 20, 20, 19, 18, 18, 18, 18]",4.702051163
